,identifier,word
3356,1.4.124,Fig.3
3357,1.4.125,External
3358,1.4.126,appearances
3359,1.4.127,of
3360,1.4.128,the
3361,1.4.129,large
3362,1.4.130,iron
3363,1.4.131,tools
3364,1.4.132,and
3365,1.4.133,the
3366,1.4.134,results
3367,1.4.135,of
3368,1.4.136,metallographic
3369,1.4.137,analysis.
3370,1.4.138,"Nos.1,"
3371,1.4.139,"21,"
3372,1.4.140,"22,"
3373,1.4.141,and
3374,1.4.142,24
3375,1.4.143,were
3376,1.4.144,excavated
3377,1.4.145,from
3378,1.4.146,Stratum
3379,1.4.147,II
3380,1.4.148,levels.
3381,1.4.149,"a,,"
3382,1.4.150,"b,,"
3383,1.4.151,"¢,,"
3384,1.4.152,and
3385,1.4.153,"d,:"
3386,1.4.154,External
3387,1.4.155,and
3388,1.4.156,No.24.
3389,1.4.157,The
3390,1.4.158,metallographic
3391,1.4.159,samples
3392,1.4.160,were
3393,1.4.161,extracted
3394,1.4.162,from
3395,1.4.163,the
3396,1.4.164,marked
3397,1.4.165,appearances
3398,1.4.166,of
3399,1.4.167,"No.21,"
3400,1.4.168,"No.1,"
3401,1.4.169,No.
3402,1.4.170,locations.
3403,1.4.171,"a,,"
3404,1.4.172,b
3405,1.4.173,»
3406,1.4.174,and
3407,1.4.175,"d,:"
3408,1.4.176,Macrostructures
3409,1.4.177,of
3410,1.4.178,the
3411,1.4.179,samples
3412,1.4.180,extracted
3413,1.4.181,from
3414,1.4.182,each
3415,1.4.183,object.
3416,1.4.184,"a,:"
3417,1.4.185,Microstructure;
3418,1.4.186,Cm:
3419,1.4.187,cementite
3420,1.4.188,or
3421,1.4.189,its
3422,1.4.190,holes.
3423,1.4.191,"V,0;"
3424,1.4.192,MnO
3425,1.4.193,FeO
3426,1.4.194,"P,0;"
3427,1.4.195,"K,O"
3428,1.4.196,"Na,O"
3429,1.4.197,total
3430,1.4.198,8
3431,1.4.199,{O1/1.50
3432,1.4.200,0.07
3433,1.4.201,323
3434,1.4.202,291
3435,1.4.203,<O01
3436,1.4.204,<O.01
3437,1.4.205,10
3438,1.4.206,|WU}0.47
3439,1.4.207,0.41
3440,1.4.208,0.32
3441,1.4.209,(0.01
3442,1.4.210,0.12
3443,1.4.211,0.04
3444,1.4.212,17|S
3445,1.4.213,|(0.01
3446,1.4.214,25.4
3447,1.4.215,574
3448,1.4.216,7.19
3449,1.4.217,(0.01
3450,1.4.218,0.05
3451,1.4.219,20{01]2.04
3452,1.4.220,0.51
3453,1.4.221,324
3454,1.4.222,264
3455,1.4.223,(0.01
3456,1.4.224,0.08
3457,1.4.225,L
3458,1.4.226,corresponds
3459,1.4.227,to
3460,1.4.228,the
3461,1.4.229,locations
3462,1.4.230,in
3463,1.4.231,"Figs.2,4,"
3464,1.4.232,and
3465,1.4.233,5.
3466,1.4.234,0.04
3467,1.4.235,35.7
3468,1.4.236,1.60
3469,1.4.237,010
3470,1.4.238,029
3471,1.4.239,100.70
3472,1.4.240,0.02
3473,1.4.241,97.7
3474,1.4.242,{0.01
3475,1.4.243,0.02
3476,1.4.244,003
3477,1.4.245,99.13
3478,1.4.246,(0.01
3479,1.4.247,1.11
3480,1.4.248,(0.01
3481,1.4.249,034
3482,1.4.250,769
3483,1.4.251,99.18
3484,1.4.252,O11
3485,1.4.253,381
3486,1.4.254,058
3487,1.4.255,0.34
3488,1.4.256,0.12
3489,1.4.257,100.68
3490,1.4.258,4
3491,1.4.259,DISCUSSION
3492,1.4.260,4-1
3493,1.4.261,The
3494,1.4.262,between
3495,1.4.263,trace
3496,1.4.264,element
3497,1.4.265,content
3498,1.4.266,and
3499,1.4.267,excavation
3500,1.4.268,level
3501,1.4.269,Among
3502,1.4.270,the
3503,1.4.271,twenty-three
3504,1.4.272,iron
3505,1.4.273,artifacts
3506,1.4.274,and
3507,1.4.275,iron
3508,1.4.276,"lumps,"
3509,1.4.277,"Nos.2,"
3510,1.4.278,"3,"
3511,1.4.279,"5,"
3512,1.4.280,"17,"
3513,1.4.281,1
3514,1.4.282,hypoeutectoid
3515,1.4.283,steel
3516,1.4.284,(steel
3517,1.4.285,containing
3518,1.4.286,carbon
3519,1.4.287,less
3520,1.4.288,than
3521,1.4.289,"8,"
3522,1.4.290,"20,"
3523,1.4.291,and
3524,1.4.292,21
3525,1.4.293,were
3526,1.4.294,made
3527,1.4.295,of
3528,1.4.296,0.8%).
3529,1.4.297,It
3530,1.4.298,is
3531,1.4.299,ascertained
3532,1.4.300,that
3533,1.4.301,the
3534,1.4.302,metal
3535,1.4.303,of
3536,1.4.304,No.3
3537,1.4.305,consisted
3538,1.4.306,almost
3539,1.4.307,entirely
3540,1.4.308,of
3541,1.4.309,ferrite
3542,1.4.310,grains
3543,1.4.311,(being
3544,1.4.312,a
3545,1.4.313,"Fe),"
3546,1.4.314,or
3547,1.4.315,Fig.4
3548,1.4.316,External
3549,1.4.317,appearances
3550,1.4.318,of
3551,1.4.319,three
3552,1.4.320,lumps
3553,1.4.321,of
3554,1.4.322,slag
3555,1.4.323,"(No.8,"
3556,1.4.324,"No.10,"
3557,1.4.325,and
3558,1.4.326,No.26)
3559,1.4.327,and
3560,1.4.328,the
3561,1.4.329,results
3562,1.4.330,of
3563,1.4.331,the
3564,1.4.332,metallographic
3565,1.4.333,analysis.
3566,1.4.334,"a,,"
3567,1.4.335,"b,,"
3568,1.4.336,and
3569,1.4.337,"c,:"
3570,1.4.338,External
3571,1.4.339,appearances.
3572,1.4.340,The
3573,1.4.341,metallographic
3574,1.4.342,samples
3575,1.4.343,were
3576,1.4.344,extracted
3577,1.4.345,from
3578,1.4.346,the
3579,1.4.347,marked
3580,1.4.348,locations.
3581,1.4.349,"a,,"
3582,1.4.350,"b,,"
3583,1.4.351,and
3584,1.4.352,"c,:"
3585,1.4.353,Macrostructures
3586,1.4.354,of
3587,1.4.355,the
3588,1.4.356,samples
3589,1.4.357,and
3590,1.4.358,"c,:"
3591,1.4.359,EPMA
3592,1.4.360,analysis
3593,1.4.361,i:
3594,1.4.362,"wiistite,"
3595,1.4.363,Ol:
3596,1.4.364,"(Fe,"
3597,1.4.365,Ca)-
3598,1.4.366,"olivine,"
3599,1.4.367,Ha:
3600,1.4.368,iron
3601,1.4.369,oxide
3602,1.4.370,containing
3603,1.4.371,small
3604,1.4.372,amounts
3605,1.4.373,of
3606,1.4.374,"ALO,,"
3607,1.4.375,D:
3608,1.4.376,a
3609,1.4.377,extracted
3610,1.4.378,from
3611,1.4.379,"Nos.8,"
3612,1.4.380,"10,"
3613,1.4.381,and
3614,1.4.382,26.
3615,1.4.383,"a.,"
3616,1.4.384,b
3617,1.4.385,of
3618,1.4.386,each
3619,1.4.387,marked
3620,1.4.388,area
3621,1.4.389,in
3622,1.4.390,"a,,"
3623,1.4.391,"b,,"
3624,1.4.392,and
3625,1.4.393,dark
3626,1.4.394,area
3627,1.4.395,composed
3628,1.4.396,mostly
3629,1.4.397,of
3630,1.4.398,"K,O,"
3631,1.4.399,"AlO,,"
3632,1.4.400,and
3633,1.4.401,"SiO,,"
3634,1.4.402,S:
3635,1.4.403,a
3636,1.4.404,glassy
3637,1.4.405,silicate.
3638,1.5.0,IRON
3639,1.5.1,OBJECTS
3640,1.5.2,FROM
3641,1.5.3,THE
3642,1.5.4,ARCHITECTURAL
3643,1.5.5,REMAINS
3644,1.5.6,OF
3645,1.5.7,STRATUM
3646,1.5.8,Ill
3647,1.5.9,AND
3648,1.5.10,STRATUM
3649,1.5.11,II
3650,1.5.12,AT
3651,1.5.13,KAMAN-KALEHOYUK:
3652,1.5.14,CORRELATION
3653,1.5.15,BETWEEN
3654,1.5.16,COMPOSITION
3655,1.5.17,AND
3656,1.5.18,ARCHAEOLOGICAL
3657,1.5.19,LEVELS
3658,1.5.20,197
3659,1.5.21,contained
3660,1.5.22,small
3661,1.5.23,amounts
3662,1.5.24,of
3663,1.5.25,carbon.
3664,1.5.26,"Also,"
3665,1.5.27,the
3666,1.5.28,microstructure
3667,1.5.29,of
3668,1.5.30,No.4
3669,1.5.31,strongly
3670,1.5.32,indicates
3671,1.5.33,that
3672,1.5.34,heat
3673,1.5.35,"treatment,"
3674,1.5.36,especially
3675,1.5.37,"tempering,"
3676,1.5.38,may
3677,1.5.39,have
3678,1.5.40,been
3679,1.5.41,performed
3680,1.5.42,during
3681,1.5.43,manufacture
3682,1.5.44,of
3683,1.5.45,the
3684,1.5.46,object.
3685,1.5.47,From
3686,1.5.48,these
3687,1.5.49,"results,"
3688,1.5.50,we
3689,1.5.51,surmise
3690,1.5.52,that
3691,1.5.53,hypoeutectoid
3692,1.5.54,steel
3693,1.5.55,was
3694,1.5.56,widely
3695,1.5.57,used
3696,1.5.58,in
3697,1.5.59,the
3698,1.5.60,manufacturing
3699,1.5.61,of
3700,1.5.62,iron
3701,1.5.63,artifacts
3702,1.5.64,during
3703,1.5.65,the
3704,1.5.66,"20"""
3705,1.5.67,to
3706,1.5.68,"4"""
3707,1.5.69,centuries
3708,1.5.70,"B.C.,"
3709,1.5.71,and
3710,1.5.72,that
3711,1.5.73,thermal
3712,1.5.74,treatment
3713,1.5.75,was
3714,1.5.76,given
3715,1.5.77,to
3716,1.5.78,iron
3717,1.5.79,"artifacts,"
3718,1.5.80,if
3719,1.5.81,needed
3720,1.5.82,"be,"
3721,1.5.83,by
3722,1.5.84,the
3723,1.5.85,time
3724,1.5.86,of
3725,1.5.87,Stratum
3726,1.5.88,"IIb,"
3727,1.5.89,at
3728,1.5.90,the
3729,1.5.91,latest.
3730,1.5.92,Large
3731,1.5.93,iron
3732,1.5.94,tools
3733,1.5.95,"(Nos.1,"
3734,1.5.96,"21,"
3735,1.5.97,"22,"
3736,1.5.98,and
3737,1.5.99,"24),"
3738,1.5.100,large
3739,1.5.101,iron
3740,1.5.102,slag
3741,1.5.103,with
3742,1.5.104,a
3743,1.5.105,roughly
3744,1.5.106,hemispherical
3745,1.5.107,shape
3746,1.5.108,(No.26)
3747,1.5.109,weighing
3748,1.5.110,about
3749,1.5.111,1.2kg
3750,1.5.112,(Akanuma
3751,1.5.113,2000)
3752,1.5.114,and
3753,1.5.115,a
3754,1.5.116,small
3755,1.5.117,iron
3756,1.5.118,lump
3757,1.5.119,(No.25)
3758,1.5.120,were
3759,1.5.121,found
3760,1.5.122,in
3761,1.5.123,Stratum
3762,1.5.124,Ia
3763,1.5.125,levels.
3764,1.5.126,This
3765,1.5.127,indicates
3766,1.5.128,that
3767,1.5.129,iron
3768,1.5.130,"artifacts,"
3769,1.5.131,or
3770,1.5.132,the
3771,1.5.133,steel
3772,1.5.134,used
3773,1.5.135,to
3774,1.5.136,make
3775,1.5.137,iron
3776,1.5.138,"artifacts,"
3777,1.5.139,were
3778,1.5.140,manufactured
3779,1.5.141,at
3780,1.5.142,Kaman-Kalehdéyiik
3781,1.5.143,during
3782,1.5.144,the
3783,1.5.145,time
3784,1.5.146,of
3785,1.5.147,Stratum
3786,1.5.148,IIa.
3787,1.5.149,The
3788,1.5.150,discovery
3789,1.5.151,of
3790,1.5.152,the
3791,1.5.153,small
3792,1.5.154,lump
3793,1.5.155,of
3794,1.5.156,iron
3795,1.5.157,slag
3796,1.5.158,No.8
3797,1.5.159,in
3798,1.5.160,R28
3799,1.5.161,also
3800,1.5.162,shows
3801,1.5.163,that
3802,1.5.164,the
3803,1.5.165,production
3804,1.5.166,acti
3805,1.5.167,early
3806,1.5.168,as
3807,1.5.169,the
3808,1.5.170,cultural
3809,1.5.171,age
3810,1.5.172,of
3811,1.5.173,Stratum
3812,1.5.174,IIb.
3813,1.5.175,es
3814,1.5.176,concerning
3815,1.5.177,iron
3816,1.5.178,occurred
3817,1.5.179,at
3818,1.5.180,least
3819,1.5.181,as
3820,1.5.182,Ls
3821,1.5.183,=
3822,1.5.184,=
3823,1.5.185,and
3824,1.5.186,the
3825,1.5.187,results
3826,1.5.188,of
3827,1.5.189,metallographic
3828,1.5.190,"analysis,"
3829,1.5.191,"a,"
3830,1.5.192,and
3831,1.5.193,"b,:"
3832,1.5.194,External
3833,1.5.195,appearances.
3834,1.5.196,The
3835,1.5.197,metallographic
3836,1.5.198,samples
3837,1.5.199,were
3838,1.5.200,extracted
3839,1.5.201,from
3840,1.5.202,the
3841,1.5.203,marked
3842,1.5.204,locations.
3843,1.5.205,"a,"
3844,1.5.206,and
3845,1.5.207,"b,:"
3846,1.5.208,Macrostructures
3847,1.5.209,of
3848,1.5.210,the
3849,1.5.211,samples
3850,1.5.212,extracted
3851,1.5.213,from
3852,1.5.214,Nos.20
3853,1.5.215,and
3854,1.5.216,25.
3855,1.5.217,"a,,"
3856,1.5.218,"b,,"
3857,1.5.219,and
3858,1.5.220,"b,:"
3859,1.5.221,Microstructures
3860,1.5.222,etched
3861,1.5.223,with
3862,1.5.224,nital
3863,1.5.225,in
3864,1.5.226,"a,"
3865,1.5.227,and
3866,1.5.228,"b,;"
3867,1.5.229,"a,"
3868,1.5.230,corresponds
3869,1.5.231,to
3870,1.5.232,the
3871,1.5.233,marked
3872,1.5.234,area
3873,1.5.235,","
3874,1.5.236,in
3875,1.5.237,"b,,"
3876,1.5.238,and
3877,1.5.239,"b,"
3878,1.5.240,corresponds
3879,1.5.241,to
3880,1.5.242,the
3881,1.5.243,regions
3882,1.5.244,"‘R,’"
3883,1.5.245,in
3884,1.5.246,"b,;"
3885,1.5.247,PCm:
3886,1.5.248,proeutectoid
3887,1.5.249,in
3888,1.5.250,"a,,"
3889,1.5.251,"b,"
3890,1.5.252,corresponds
3891,1.5.253,to
3892,1.5.254,the
3893,1.5.255,regions
3894,1.5.256,*R
3895,1.5.257,"cementite,"
3896,1.5.258,G:
3897,1.5.259,graphite
3898,1.5.260,carbon.
3899,1.5.261,Slag
3900,1.5.262,with
3901,1.5.263,different
3902,1.5.264,shapes
3903,1.5.265,and
3904,1.5.266,mineral
3905,1.5.267,compositions
3906,1.5.268,was
3907,1.5.269,found
3908,1.5.270,during
3909,1.5.271,excavations
3910,1.5.272,(see
3911,1.5.273,Table
3912,1.5.274,3).
3913,1.5.275,Non-
3914,1.5.276,metallic
3915,1.5.277,inclusions
3916,1.5.278,consisting
3917,1.5.279,of:
3918,1.5.280,wiistite;
3919,1.5.281,wiistite
3920,1.5.282,and
3921,1.5.283,fayalite
3922,1.5.284,surrounded
3923,1.5.285,by
3924,1.5.286,gl
3925,1.5.287,y
3926,1.5.288,silicates
3927,1.5.289,or
3928,1.5.290,dark
3929,1.5.291,area:
3930,1.5.292,wiistite
3931,1.5.293,surrounded
3932,1.5.294,by
3933,1.5.295,glassy
3934,1.5.296,silicates
3935,1.5.297,or
3936,1.5.298,dark
3937,1.5.299,areas;
3938,1.5.300,and
3939,1.5.301,fayalite
3940,1.5.302,surrounded
3941,1.5.303,by
3942,1.5.304,dark
3943,1.5.305,"areas,"
3944,1.5.306,or
3945,1.5.307,consisting
3946,1.5.308,of
3947,1.5.309,only
3948,1.5.310,glassy
3949,1.5.311,"silicates,"
3950,1.5.312,were
3951,1.5.313,found
3952,1.5.314,in
3953,1.5.315,eleven
3954,1.5.316,iron
3955,1.5.317,artifacts
3956,1.5.318,and
3957,1.5.319,a
3958,1.5.320,1
3959,1.5.321,7
3960,1.5.322,°
3961,1.5.323,ce
3962,1.5.324,3
3963,1.5.325,3
3964,1.5.326,6
3965,1.5.327,cu
3966,1.5.328,4
3967,1.5.329,Pu
3968,1.5.330,.
3969,1.5.331,a7
3970,1.5.332,2
3971,1.5.333,o12
3972,1.5.334,6
3973,1.5.335,4
3974,1.5.336,23
3975,1.5.337,t
3976,1.5.338,23
3977,1.5.339,9
3978,1.5.340,3
3979,1.5.341,13
3980,1.5.342,«1
3981,1.5.343,2
3982,1.5.344,3
3983,1.5.345,9
3984,1.5.346,10
3985,1.5.347,0
3986,1.5.348,Co’
3987,1.5.349,b
3988,1.5.350,""""
3989,1.5.351,*
3990,1.5.352,19
3991,1.5.353,°
3992,1.5.354,20
3993,1.5.355,cur
3994,1.5.356,10
3995,1.5.357,q
3996,1.5.358,5
3997,1.5.359,b—12
3998,1.5.360,4
3999,1.5.361,20
4000,1.5.362,ol
4001,1.5.363,Ba
4002,1.5.364,Oo}
4003,1.5.365,2
4004,1.5.366,4
4005,1.5.367,6
4006,1.5.368,10
4007,1.5.369,Fig.6
4008,1.5.370,Relationship
4009,1.5.371,between
4010,1.5.372,Co*
4011,1.5.373,[the
4012,1.5.374,values
4013,1.5.375,(mass%Co)
4014,1.5.376,/
4015,1.5.377,(mass%Ni)
4016,1.5.378,&
4017,1.5.379,Cu*
4018,1.5.380,[the
4019,1.5.381,values
4020,1.5.382,of
4021,1.5.383,(mass%Cu)
4022,1.5.384,/
4023,1.5.385,(mass%Ni)]
4024,1.5.386,and
4025,1.5.387,between
4026,1.5.388,Ni**[the
4027,1.5.389,values
4028,1.5.390,of
4029,1.5.391,(mass%Ni)
4030,1.5.392,/
4031,1.5.393,(mass%Co)
4032,1.5.394,&
4033,1.5.395,Cu**
4034,1.5.396,[the
4035,1.5.397,values
4036,1.5.398,of
4037,1.5.399,(mass%Cu)
4038,1.5.400,/
4039,1.5.401,(mass%Co)
4040,1.5.402,in
4041,1.5.403,the
4042,1.5.404,iron
4043,1.5.405,artifacts
4044,1.5.406,and
4045,1.5.407,iron
4046,1.5.408,lumps
4047,1.5.409,excavated
4048,1.5.410,from
4049,1.5.411,Stratum
4050,1.5.412,II
4051,1.5.413,and
4052,1.5.414,Stratum
4053,1.5.415,II.
4054,1.5.416,The
4055,1.5.417,plots
4056,1.5.418,with
4057,1.5.419,numbers
4058,1.5.420,are
4059,1.5.421,analytical
4060,1.5.422,results
4061,1.5.423,in
4062,1.5.424,this
4063,1.5.425,paper.
4064,1.5.426,Solid
4065,1.5.427,"circles,"
4066,1.5.428,solid
4067,1.5.429,"triangles,"
4068,1.5.430,open
4069,1.5.431,"squares,"
4070,1.5.432,and
4071,1.5.433,solid
4072,1.5.434,diamonds
4073,1.5.435,are
4074,1.5.436,used
4075,1.5.437,to
4076,1.5.438,represent
4077,1.5.439,objects
4078,1.5.440,found
4079,1.5.441,in
4080,1.5.442,Stratum
4081,1.5.443,"Ila,"
4082,1.5.444,Stratum
4083,1.5.445,"IIb,"
4084,1.5.446,Stratum
4085,1.5.447,"II,"
4086,1.5.448,and
4087,1.5.449,Stratum
4088,1.5.450,"II,"
4089,1.5.451,respectively.
4090,1.5.452,Open
4091,1.5.453,circles
4092,1.5.454,are
4093,1.5.455,used
4094,1.5.456,to
4095,1.5.457,represent
4096,1.5.458,objects
4097,1.5.459,whose
4098,1.5.460,cultural
4099,1.5.461,ages
4100,1.5.462,are
4101,1.5.463,not
4102,1.5.464,clear.
4103,1.6.0,198
4104,1.6.1,H.
4105,1.6.2,AKAANUMA
4106,1.6.3,two
4107,1.6.4,iron
4108,1.6.5,lumps
4109,1.6.6,(see
4110,1.6.7,Table
4111,1.6.8,2).
4112,1.6.9,It
4113,1.6.10,is
4114,1.6.11,believed
4115,1.6.12,that
4116,1.6.13,the
4117,1.6.14,differences
4118,1.6.15,in
4119,1.6.16,composition
4120,1.6.17,of
4121,1.6.18,the
4122,1.6.19,slag
4123,1.6.20,and
4124,1.6.21,the
4125,1.6.22,iron
4126,1.6.23,artifacts
4127,1.6.24,derive
4128,1.6.25,from
4129,1.6.26,the
4130,1.6.27,fact
4131,1.6.28,that
4132,1.6.29,there
4133,1.6.30,were
4134,1.6.31,multiple
4135,1.6.32,manufacturing
4136,1.6.33,processes
4137,1.6.34,used
4138,1.6.35,when
4139,1.6.36,converting
4140,1.6.37,raw
4141,1.6.38,materials
4142,1.6.39,to
4143,1.6.40,final
4144,1.6.41,products;
4145,1.6.42,or
4146,1.6.43,if
4147,1.6.44,the
4148,1.6.45,same
4149,1.6.46,manufacturing
4150,1.6.47,process
4151,1.6.48,was
4152,1.6.49,"used,"
4153,1.6.50,then
4154,1.6.51,each
4155,1.6.52,manufacturing
4156,1.6.53,condition
4157,1.6.54,(including
4158,1.6.55,temperature
4159,1.6.56,and
4160,1.6.57,reaction
4161,1.6.58,time)
4162,1.6.59,must
4163,1.6.60,have
4164,1.6.61,been
4165,1.6.62,irregular.
4166,1.6.63,At
4167,1.6.64,least
4168,1.6.65,three
4169,1.6.66,manufacturing
4170,1.6.67,processes
4171,1.6.68,are
4172,1.6.69,needed
4173,1.6.70,to
4174,1.6.71,produce
4175,1.6.72,steel:
4176,1.6.73,"smelting,"
4177,1.6.74,"refining,"
4178,1.6.75,and
4179,1.6.76,forging.
4180,1.6.77,It
4181,1.6.78,is
4182,1.6.79,difficult
4183,1.6.80,to
4184,1.6.81,say
4185,1.6.82,which
4186,1.6.83,of
4187,1.6.84,these
4188,1.6.85,operations
4189,1.6.86,were
4190,1.6.87,performed
4191,1.6.88,at
4192,1.6.89,Kaman-Kalehéyiik
4193,1.6.90,during
4194,1.6.91,each
4195,1.6.92,cultural
4196,1.6.93,period
4197,1.6.94,between
4198,1.6.95,the
4199,1.6.96,"2"""
4200,1.6.97,millennium
4201,1.6.98,B.C.
4202,1.6.99,and
4203,1.6.100,the
4204,1.6.101,"1"""
4205,1.6.102,millennium
4206,1.6.103,"B.C.,"
4207,1.6.104,since
4208,1.6.105,structures
4209,1.6.106,related
4210,1.6.107,to
4211,1.6.108,iron
4212,1.6.109,producing
4213,1.6.110,activities
4214,1.6.111,have
4215,1.6.112,not
4216,1.6.113,been
4217,1.6.114,discovered
4218,1.6.115,at
4219,1.6.116,the
4220,1.6.117,site
4221,1.6.118,as
4222,1.6.119,of
4223,1.6.120,yet
4224,1.6.121,Even
4225,1.6.122,if
4226,1.6.123,the
4227,1.6.124,same
4228,1.6.125,raw
4229,1.6.126,materials
4230,1.6.127,are
4231,1.6.128,used
4232,1.6.129,for
4233,1.6.130,the
4234,1.6.131,base
4235,1.6.132,"substance,"
4236,1.6.133,the
4237,1.6.134,composition
4238,1.6.135,of
4239,1.6.136,the
4240,1.6.137,final
4241,1.6.138,products
4242,1.6.139,must
4243,1.6.140,change
4244,1.6.141,according
4245,1.6.142,to
4246,1.6.143,the
4247,1.6.144,production
4248,1.6.145,methods.
4249,1.6.146,It
4250,1.6.147,is
4251,1.6.148,therefore
4252,1.6.149,difficult
4253,1.6.150,to
4254,1.6.151,recognize
4255,1.6.152,any
4256,1.6.153,meaningful
4257,1.6.154,patterns
4258,1.6.155,by
4259,1.6.156,a
4260,1.6.157,direct
4261,1.6.158,comparison
4262,1.6.159,among
4263,1.6.160,the
4264,1.6.161,values
4265,1.6.162,shown
4266,1.6.163,in
4267,1.6.164,Table
4268,1.6.165,2.
4269,1.6.166,Except
4270,1.6.167,for
4271,1.6.168,desulfurization
4272,1.6.169,and
4273,1.6.170,several
4274,1.6.171,novel
4275,1.6.172,processes
4276,1.6.173,developed
4277,1.6.174,"recently,"
4278,1.6.175,the
4279,1.6.176,refining
4280,1.6.177,of
4281,1.6.178,iron
4282,1.6.179,and
4283,1.6.180,steel
4284,1.6.181,has
4285,1.6.182,involved
4286,1.6.183,a
4287,1.6.184,preferential
4288,1.6.185,oxidation
4289,1.6.186,of
4290,1.6.187,impurity
4291,1.6.188,elements.
4292,1.6.189,Three
4293,1.6.190,elements
4294,1.6.191,"(Cu,"
4295,1.6.192,"Ni,"
4296,1.6.193,and
4297,1.6.194,Co)
4298,1.6.195,are
4299,1.6.196,believed
4300,1.6.197,to
4301,1.6.198,remain
4302,1.6.199,in
4303,1.6.200,the
4304,1.6.201,iron
4305,1.6.202,metal
4306,1.6.203,throughout
4307,1.6.204,the
4308,1.6.205,processes
4309,1.6.206,of
4310,1.6.207,"smelting,"
4311,1.6.208,"refining,"
4312,1.6.209,and
4313,1.6.210,forging;
4314,1.6.211,it
4315,1.6.212,can
4316,1.6.213,be
4317,1.6.214,easily
4318,1.6.215,concluded
4319,1.6.216,by
4320,1.6.217,thermochemistry’
4321,1.6.218,that
4322,1.6.219,Fe
4323,1.6.220,should
4324,1.6.221,be
4325,1.6.222,oxidized
4326,1.6.223,prior
4327,1.6.224,to
4328,1.6.225,these
4329,1.6.226,three
4330,1.6.227,elements.
4331,1.6.228,"Therefore,"
4332,1.6.229,their
4333,1.6.230,concentration
4334,1.6.231,ratios
4335,1.6.232,in
4336,1.6.233,the
4337,1.6.234,archaeological
4338,1.6.235,objects
4339,1.6.236,must
4340,1.6.237,be
4341,1.6.238,similar
4342,1.6.239,to
4343,1.6.240,those
4344,1.6.241,in
4345,1.6.242,the
4346,1.6.243,raw
4347,1.6.244,materials
4348,1.6.245,used
4349,1.6.246,to
4350,1.6.247,produce
4351,1.6.248,the
4352,1.6.249,"objects,"
4353,1.6.250,if
4354,1.6.251,no
4355,1.6.252,additional
4356,1.6.253,alloying
4357,1.6.254,was
4358,1.6.255,carried
4359,1.6.256,out.
4360,1.6.257,The
4361,1.6.258,values
4362,1.6.259,of
4363,1.6.260,(mass%Co)
4364,1.6.261,/
4365,1.6.262,(mass%Ni)
4366,1.6.263,and
4367,1.6.264,(mass%Cu)
4368,1.6.265,/
4369,1.6.266,(mass%Ni)
4370,1.6.267,were
4371,1.6.268,calculated
4372,1.6.269,for
4373,1.6.270,the
4374,1.6.271,iron
4375,1.6.272,artifacts
4376,1.6.273,and
4377,1.6.274,the
4378,1.6.275,iron
4379,1.6.276,lumps
4380,1.6.277,which
4381,1.6.278,contain
4382,1.6.279,more
4383,1.6.280,than
4384,1.6.281,100ppm
4385,1.6.282,Ni
4386,1.6.283,(0.0lmass%Ni).
4387,1.6.284,Also
4388,1.6.285,the
4389,1.6.286,values
4390,1.6.287,of
4391,1.6.288,(mass%Ni)
4392,1.6.289,/
4393,1.6.290,(mass%Co)
4394,1.6.291,and
4395,1.6.292,(mass%Cu)
4396,1.6.293,/
4397,1.6.294,(mass%Co)
4398,1.6.295,were
4399,1.6.296,calculated
4400,1.6.297,for
4401,1.6.298,the
4402,1.6.299,samples
4403,1.6.300,containing
4404,1.6.301,more
4405,1.6.302,than
4406,1.6.303,100ppm
4407,1.6.304,Co.
4408,1.6.305,The
4409,1.6.306,calculated
4410,1.6.307,results
4411,1.6.308,are
4412,1.6.309,listed
4413,1.6.310,in
4414,1.6.311,Table
4415,1.6.312,2.
4416,1.6.313,The
4417,1.6.314,relationship
4418,1.6.315,between
4419,1.6.316,the
4420,1.6.317,values
4421,1.6.318,of
4422,1.6.319,(mass%Co)
4423,1.6.320,/
4424,1.6.321,(mass%Ni)
4425,1.6.322,and
4426,1.6.323,(mass%Cu)
4427,1.6.324,/
4428,1.6.325,"(mass%Ni),"
4429,1.6.326,and
4430,1.6.327,the
4431,1.6.328,values
4432,1.6.329,of
4433,1.6.330,(mass%Ni)
4434,1.6.331,/
4435,1.6.332,(mass%Co)
4436,1.6.333,and
4437,1.6.334,(mass%Cu)
4438,1.6.335,/
4439,1.6.336,©The
4440,1.6.337,private
4441,1.6.338,thermodynamic
4442,1.6.339,calculation
4443,1.6.340,by
4444,1.6.341,Prof.
4445,1.6.342,Kimihisa
4446,1.6.343,"Ito,"
4447,1.6.344,Department
4448,1.6.345,of
4449,1.6.346,Science
4450,1.6.347,and
4451,1.6.348,"Engineering,"
4452,1.6.349,Waseda
4453,1.6.350,University
4454,1.6.351,(mass%Co)
4455,1.6.352,are
4456,1.6.353,indicated
4457,1.6.354,on
4458,1.6.355,Figs.6a
4459,1.6.356,and
4460,1.6.357,"6b,"
4461,1.6.358,where
4462,1.6.359,iron
4463,1.6.360,artifacts
4464,1.6.361,and
4465,1.6.362,iron
4466,1.6.363,lumps
4467,1.6.364,whose
4468,1.6.365,dates
4469,1.6.366,are
4470,1.6.367,not
4471,1.6.368,clear
4472,1.6.369,are
4473,1.6.370,expressed
4474,1.6.371,with
4475,1.6.372,an
4476,1.6.373,open
4477,1.6.374,circle
